PERSONA,AC_TP,ADM_TP,AI_TP,AP_TP,CO_TP,CU_TP,GC_TP,HD_TP,IN_TP,LI_TP,NE_TP,OP_TP,PD_TP,PM_TP,PR_TP,RE_TP,SE_TP,SM_TP,SO_TP,TD_TP,ASIGNACIONES_FACTURADAS,ASIGNACIONES_NO_FACTURADAS,AC_HR,ADM_HR,AI_HR,AP_HR,CO_HR,CU_HR,GC_HR,HD_HR,IN_HR,LI_HR,NE_HR,OP_HR,PD_HR,PM_HR,PR_HR,RE_HR,SE_HR,SM_HR,SO_HR,TD_HR,.NET,.NET Core,ANGULAR,AWS,Activemq,Alibaba,Android / Java,Android / Kotlin,Angular,Apache Airflow,Apache Aries - Blueprint,Apache Camel,Apache NiFi,Apache Spark,Apex,Appium,Atlassian,Azure,Azure DevOps,BIZAGI,BOOTSRAO,BOOTSTRAP,BPEL,BUSINESS OBJECTS,Biztalk,Bootstrap,Bulma,C#,C# ASP.Net,C# MVC,C# Net Core,C# Net Framework,C# Razor,C# WCF,C++,CCS,CISCO,CLOUDERA,COBIT,Circle CI,Cloudera,Cobol,DAX,DELPHI,Drupal,ECLIPSE,ETHEREUM,EXCEL,Espresso,FLUTTER,FORMS,FORMS 3.0,Flexbox,Flutter / Dart,Foundation,GIT,Gatsby,Go Beego,Go Buffalo,Go Gin Gonic,Go Mango,Go Martini,Google App Builder,Google Cloud,HTML_x,HYPERLEDGER FABRIC,Heroku,IBM Cloud,IBM Integration Bus,Ionic / Angular,Ionic / React,Ionic / Vue,J2ME,JBPM,JEE,JMeter,Java,Java ADF,Java Dropwizard,Java Grails,Java Hibernate,Java JSF,Java Jboss Seam,Java Spring  Boot,Java Spring MVC,Javascript,Jboss Fuse-ESB,Jenkins,Joomla,Jquery,KOTLIN,Katalon Studio,Kobiton,LESS,LambdaTest,MICRONAUT,MICROSOFT PROJECT,Materialize CSS,MicroFocus UFT,Microsoft Azure,MySQL,NODE JS,NO_APLICA,Native Script,Next.Js,Node.Js,OBIEE,ODI,ODV,ORACLE,ORACLE 11,ORACLE 8I,ORACLE 9I,ORACLE DB,OSB,OWB,Oracle Cloud,Oracle Forms,Oracle Reports,OutSystems,PERL,PHP Cake PHP,PHP CodeIgniter,PHP Laravel,PHP Symfony,PHP Yii,PL/SQL,PL/pgSQL,Pentaho,Postman,Power Apps,Power BI,Power Builder,PowerBI,Python,Python Django,Python Flask,Python Pyramid,Qlik Sense,R,Ranorex,React,React Native,Read,Redhat Fuse,Rest Assured,Robot Framework,Ruby Hobbit,Ruby Remaze,Ruby Sinatra,Ruby on Rails,SAP,SAS,SASS,SPRING BOOT,SQL,SQL DEVELOPER,SQL SERVER,SSAS,SSIS,SSRS,Scala Play,Selenium,Skeleton,SoapUI,Streamsets,Sybase,Sócrata,TABLEAU,Tableu,Talend,TestComplete,TestProject,Transact-SQL,Travis CI,TypeScript,Vue,WEBLOGIC,Websphere,Websphere Message Broker,Wordpress,Xamarin,iOS / Objetive C,iOS / Swift,ACTCOM,ADMB,ADMBD,ADMCAP,ADMON,ADMSEG,ADMSER,ADMSO,ALEMAN,ANAID,ANAJU,ANALIZAR,ANAPC,ANAPOY,ANASPLA,ANCAPA,ANCAPAI,ANCON,ANCOO,ANCOP,ANCRR,ANDES,ANDIAG,ANDIS,ANDOC,ANEMPA,ANENC,ANLDA,ANMER,ANNEG,ANPACC,ANPERM,ANPLA,ANPPRD,ANPRCL,ANPRD,ANPREN,ANREV,ANRG,ANSEG,ANVISC,APACE,APAJU,APASU,APAVA,APCAD,APCAL,APCCO,APCLI,APCOM,APCOS,APDOC,APEJE,APGHU,APOPL,APPCM,APPLA,APPMA,APREF,APREQ,APREV,APRSK,APSEG,APSTA,APVYV,AQAJU,AQCAN,AQCON,AQDOC,AQESC,AQEST,AQEVA,AQOPC,AQREQ,AQREV,ARCH,AREAS,ASCLI,ASCRE,ASEJE,ASPIL,ASPLA,ASREV,ASSAN,ASSEG,ATEINC,ATEINC2,ATESOL,ATESOLS,AUAJU,AUCON,AUEJE,AUPLA,AUPRE,AUSENC,AUSENC2,AUTOEST,BACKUP,BACREC,BAN,BDAADT,BDABKP,BDAESP,BDAFAP,BDAFBD,BDASG,BDINC,CADOC,CAPEX,CAPIN,CAPRO,CAPTEC,CART,CERT,CFBD,CFCLT,CFMON,CFSER,CFSO,COACHING,COAEC,COAJU,COCOD,COCODM,COCON,CODOC,COINT,COLOSAL,COMACT,COMIG,COMPE,COMPRAS,COMPRES,CONTAB,CONTEC,CONTROLAR,COPRU,COREIN,COREV,COSPRO,COVAL,DEFINIR,DELIM,DESCU,DFAM ,DIAGP,DIAJU,DIAPL,DIAPLM,DIARQ,DIBDD,DICLA,DIDOC,DIINT,DIPLA,DIREV,DISE,DOCTEC,EJECUR,EJEPLA,ELACON,ELADOC,ELAPRO,ELECT,EMPALME,ENTRE,ERAJU,ERCON,ERDOC,ERENT,ERFAC,ERFUN,ERMER,ERMVC,ERREQ,ERREV,ERVIS,ESEST,ESREV,ESRSK,ESSEG,ESTIMA,EVAHER,EVAJU,EVREC,EVREV,EXTRA,FACT,FLUJO,FTP,GACTI,GARAN,GARCLI,GARCO,GARDO,GARINS,GARPR,GARSEG,GARVER,GESAC,GESARE,GESBCK,GESCAM,GESCAMB,GESCON,GESDISP,GESEST,GESEVE,GESEVT,GESFAC,GESFAPRO,GESPRO,GESPRO2,GESPROB,GESSEG,GESSLA,GHEXT,GPOTR,GPPLA,GPPRO,GPSEG,GPVER,HACOM,HACOT,HADIS,HADTE,HAINS,HAINV,HAMON,HAPCO,HAPIN,HAPUN,HARTE,HTML_y,IDEID,IMPLEMENTAR,IMPRO,INCAP,INDUC,INFCUR,INFGER,INFO,INGLES,INSOAD,INSOCLT,INSOSA,INSOSER,INSOSO,INSSW,INTER,INTSOAD,LIBRE,LICIT,LICLAC,LICMAT,LICNRE,LICPAT,LICREM,LIQCOM,LIQNOM,LLAMVAR,LOGCUR,MAANA,MADIS,MANTE,MAPLA,MAREC,MAREV,MEDIR,MENSAJ,MERANA,MERBUS,MERMAT,MERREU,MIGAS,MIGBD,MIGSER,MMAJU,MMDES,MMENS,MMEST,MMREV,MMSEL,MONPRO,MOVIL,MYCID,NEXSYS,NIVSER,PAGNOM,PAGOS,PERM,PLAFUN,PLANEA,PLAOPE,PORTUGUES,POSGAR,PPROCLI,PRACE,PRAJU,PRANA,PRCON,PRDIS,PREPCUR,PRESCA,PRESCUR,PRESUP,PRESUPU,PREVLAB,PREVPRE,PRINS,PRINT,PROCLI,PROGRA,PROPO,PROPUE,PRPLA,PRREG,PRREV,PRSIS,PRUNI,PVCLI,PVCON,QAUX,QUEST,QUIN,RECHUM,REDES,REGPRO,REREQ,REUCLI,REUGER,REUVAR,REVACT,REVCON,SCAMPI,SEASG,SECAF,SEEMR,SEEQU,SEGCON,SEGCONT,SEGMR,SELPERS,SERCLI,SERENA,SESPI,SETRA,SISTFIN,SOCAP,SOCIN,SOEFU,SOPAR,SOPER,SOSIN,TECAP,TECON,TEINT,TEPLA,TEREV,TIMU,TRAID,TRCAP,TRCON,TRENT,TRIBUT,TRINS,TRINSM,TRINT,TRMIG,TRREV,VAC,VAR,VENPRO,VISCLI,1,2,3,4,5,6,7,8,9,24,25,26,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49,50,51,53,54,55,56,58,59,60,61,62,63,AC_PN,ADM_PN,AI_PN,AP_PN,CO_PN,CU_PN,GC_PN,HD_PN,IN_PN,LI_PN,NE_PN,OP_PN,PD_PN,PM_PN,PR_PN,RE_PN,SE_PN,SM_PN,SO_PN,TD_PN,AC_RS,ADM_RS,AI_RS,AP_RS,CO_RS,CU_RS,GC_RS,HD_RS,IN_RS,LI_RS,NE_RS,OP_RS,PD_RS,PM_RS,PR_RS,RE_RS,SE_RS,SM_RS,SO_RS,TD_RS,EDAD,GENERO,TIEMPO_EMP
7,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,6,0.0,28.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,1881.77,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,305.48,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,4.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,61.75,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,571.25,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,181
9,1,57,0,4,5,0,0,0,0,0,0,2,0,1,0,0,0,1,3,0,4,63,0.0,929.0,0.0,172.5,225.0,0,0,0.0,0.0,0,0.0,684.5,0.0,16.0,0.0,0,0.0,3.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,3.0,0.0,0.0,1.5,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,718.5,0.0,0,0.0,2.0,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,19.5,0.0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8.5,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,163.0,0.0,0.0,94.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,119.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,71.0,0,0.0,0.0,0.0,0.0,21.0,0.0,13.0,0.0,0.0,419.0,0.0,0.0,0.0,0.0,1.0,78.5,0.0,1.5,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,23.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,6,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,5.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,2.5,0.0,0.0,54.5,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11.5,0,0.0,0.0,0,0,8.0,0.0,0,0.0,0.0,80.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,253.8125,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,607,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,136
12,0,23,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,4,0.0,2172.39,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,26.33,0.0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,2075.31,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,44.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.16,0.0,0.0,0.0,0,13.5,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,16.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1141,0,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,175
28,0,28,0,9,6,0,0,0,0,0,0,5,0,0,0,0,0,18,0,0,19,45,0.0,195.5,0.0,573.5,33.0,0,0,0.0,0.0,0,0.0,107.5,0.0,0.0,0.0,0,0.0,1043.0,0.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,15.5,0.0,0.0,16.5,0.0,0,0.0,0,0.0,0.0,242.5,0.0,0,0.0,44.5,210.0,0,0.0,0.0,0,1152.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,0.0,0,0.0,0.0,0,0.0,0,17.0,0.0,4.5,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,4.0,0.0,0.0,0.0,0,64,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,46.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,64.0,0,0.0,3.5,0,0,0,0,0,0,0.0,0,0.0,0,0,0,216.94444444444446,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,848,0,88,0,0,0,0,0,0,0,7,0,0,0,0,0,199,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,95,0,0,38,0,114
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1929.43,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,2.5,0.0,9.0,0.0,0,0.0,0.0,199.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,1.0,0,1142.55,0,5.0,0.0,0,6.5,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,11.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.08,0.0,84.0,8.0,258.75,7.5,0,193.5,0.0,0,0.0,0,0.0,0.0,2.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,21.75,8.48,0.0,0.0,0.0,27.96,0.0,26.5,23.75,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,12.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,12.5,0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.5,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,20.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,7.0,0.0,3.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,8.0,0,0.0,7.5,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,214.33200000000002,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,166
