PERSONA,AC_TP,ADM_TP,AI_TP,AP_TP,CO_TP,CU_TP,GC_TP,HD_TP,IN_TP,LI_TP,NE_TP,OP_TP,PD_TP,PM_TP,PR_TP,RE_TP,SE_TP,SM_TP,SO_TP,TD_TP,ASIGNACIONES_FACTURADAS,ASIGNACIONES_NO_FACTURADAS,AC_HR,ADM_HR,AI_HR,AP_HR,CO_HR,CU_HR,GC_HR,HD_HR,IN_HR,LI_HR,NE_HR,OP_HR,PD_HR,PM_HR,PR_HR,RE_HR,SE_HR,SM_HR,SO_HR,TD_HR,.NET,.NET Core,ANGULAR,AWS,Activemq,Alibaba,Android / Java,Android / Kotlin,Angular,Apache Airflow,Apache Aries - Blueprint,Apache Camel,Apache NiFi,Apache Spark,Apex,Appium,Atlassian,Azure,Azure DevOps,BIZAGI,BOOTSRAO,BOOTSTRAP,BPEL,BUSINESS OBJECTS,Biztalk,Bootstrap,Bulma,C#,C# ASP.Net,C# MVC,C# Net Core,C# Net Framework,C# Razor,C# WCF,C++,CCS,CISCO,CLOUDERA,COBIT,Circle CI,Cloudera,Cobol,DAX,DELPHI,Drupal,ECLIPSE,ETHEREUM,EXCEL,Espresso,FLUTTER,FORMS,FORMS 3.0,Flexbox,Flutter / Dart,Foundation,GIT,Gatsby,Go Beego,Go Buffalo,Go Gin Gonic,Go Mango,Go Martini,Google App Builder,Google Cloud,HTML_x,HYPERLEDGER FABRIC,Heroku,IBM Cloud,IBM Integration Bus,ILUSTRATOR,Ionic / Angular,Ionic / React,Ionic / Vue,J2ME,JBPM,JEE,JMeter,Java,Java ADF,Java Dropwizard,Java Grails,Java Hibernate,Java JSF,Java Jboss Seam,Java Spring  Boot,Java Spring MVC,Javascript,Jboss Fuse-ESB,Jenkins,Joomla,Jquery,KOTLIN,Katalon Studio,Kobiton,LESS,LambdaTest,MICRONAUT,MICROSOFT PROJECT,Materialize CSS,MicroFocus UFT,Microsoft Azure,MySQL,NODE JS,NO_APLICA,Native Script,Next.Js,Node.Js,OBIEE,ODI,ODV,ORACLE,ORACLE 11,ORACLE 8I,ORACLE 9I,ORACLE DB,OSB,OWB,Oracle Cloud,Oracle Forms,Oracle Reports,OutSystems,PERL,PHP Cake PHP,PHP CodeIgniter,PHP Laravel,PHP Symfony,PHP Yii,PL/SQL,PL/pgSQL,Pentaho,Postman,Power Apps,Power BI,Power Builder,PowerBI,Python,Python Django,Python Flask,Python Pyramid,Qlik Sense,R,Ranorex,React,React Native,Read,Redhat Fuse,Rest Assured,Robot Framework,Ruby Hobbit,Ruby Remaze,Ruby Sinatra,Ruby on Rails,SAP,SAS,SASS,SPRING BOOT,SQL,SQL DEVELOPER,SQL SERVER,SSAS,SSIS,SSRS,Scala Play,Selenium,Skeleton,SoapUI,Streamsets,Sybase,Sócrata,TABLEAU,Tableu,Talend,TestComplete,TestProject,Transact-SQL,Travis CI,TypeScript,Vue,WEBLOGIC,Websphere,Websphere Message Broker,Wordpress,Xamarin,iOS / Objetive C,iOS / Swift,ACTCOM,ADMB,ADMBD,ADMCAP,ADMON,ADMSEG,ADMSER,ADMSO,ALEMAN,ANAID,ANAJU,ANALIZAR,ANAPC,ANAPOY,ANASPLA,ANCAPA,ANCAPAI,ANCON,ANCOO,ANCOP,ANCRR,ANDES,ANDIAG,ANDIS,ANDOC,ANEMPA,ANENC,ANLDA,ANMER,ANNEG,ANPACC,ANPERM,ANPLA,ANPPRD,ANPRCL,ANPRD,ANPREN,ANREV,ANRG,ANSEG,ANVISC,APACE,APAJU,APASU,APAVA,APCAD,APCAL,APCCO,APCLI,APCOM,APCOS,APDOC,APEJE,APGHU,APOPL,APPCM,APPLA,APPMA,APREF,APREQ,APREV,APRSK,APSEG,APSTA,APVYV,AQAJU,AQCAN,AQCON,AQDOC,AQESC,AQEST,AQEVA,AQOPC,AQREQ,AQREV,ARCH,AREAS,ASCLI,ASCRE,ASEJE,ASPIL,ASPLA,ASREV,ASSAN,ASSEG,ATEINC,ATEINC2,ATESOL,ATESOLS,AUAJU,AUCON,AUEJE,AUPLA,AUPRE,AUSENC,AUSENC2,AUTOEST,BACKUP,BACREC,BAN,BDAADT,BDABKP,BDAESP,BDAFAP,BDAFBD,BDASG,BDINC,CADOC,CAPEX,CAPIN,CAPRO,CAPTEC,CART,CERT,CFBD,CFCLT,CFMON,CFSER,CFSO,COACHING,COAEC,COAJU,COCOD,COCODM,COCON,CODOC,COINT,COLOSAL,COMACT,COMIG,COMPE,COMPRAS,COMPRES,CONTAB,CONTEC,CONTROLAR,COPRU,COREIN,COREV,COSPRO,COVAL,DEFINIR,DELIM,DESCU,DFAM ,DIAGP,DIAJU,DIAPL,DIAPLM,DIARQ,DIBDD,DICLA,DIDOC,DIINT,DIPLA,DIREV,DISE,DOCTEC,EJECUR,EJEPLA,ELACON,ELADOC,ELAPRO,ELECT,EMPALME,ENTRE,ERAJU,ERCON,ERDOC,ERENT,ERFAC,ERFUN,ERMER,ERMVC,ERREQ,ERREV,ERVIS,ESEST,ESREV,ESRSK,ESSEG,ESTIMA,EVAHER,EVAJU,EVREC,EVREV,EXTRA,FACT,FLUJO,FTP,GACTI,GARAN,GARCLI,GARCO,GARDO,GARINS,GARPR,GARSEG,GARVER,GESAC,GESARE,GESBCK,GESCAM,GESCAMB,GESCON,GESDISP,GESEST,GESEVE,GESEVT,GESFAC,GESFAPRO,GESPRO,GESPRO2,GESPROB,GESSEG,GESSLA,GHEXT,GPOTR,GPPLA,GPPRO,GPSEG,GPVER,HACOM,HACOT,HADIS,HADTE,HAINS,HAINV,HAMON,HAPCO,HAPIN,HAPUN,HARTE,HTML_y,IDEID,IMPLEMENTAR,IMPRO,INCAP,INDUC,INFCUR,INFGER,INFO,INGLES,INSOAD,INSOCLT,INSOSA,INSOSER,INSOSO,INSSW,INTER,INTSOAD,LIBRE,LICIT,LICLAC,LICMAT,LICNRE,LICPAT,LICREM,LIQCOM,LIQNOM,LLAMVAR,LOGCUR,MAANA,MADIS,MANTE,MAPLA,MAREC,MAREV,MEDIR,MENSAJ,MERANA,MERBUS,MERMAT,MERREU,MIGAS,MIGBD,MIGSER,MMAJU,MMDES,MMENS,MMEST,MMREV,MMSEL,MONPRO,MOVIL,MYCID,NEXSYS,NIVSER,PAGNOM,PAGOS,PERM,PLAFUN,PLANEA,PLAOPE,PORTUGUES,POSGAR,PPROCLI,PRACE,PRAJU,PRANA,PRCON,PRDIS,PREPCUR,PRESCA,PRESCUR,PRESUP,PRESUPU,PREVLAB,PREVPRE,PRINS,PRINT,PROCLI,PROGRA,PROPO,PROPUE,PRPLA,PRREG,PRREV,PRSIS,PRUNI,PVCLI,PVCON,QAUX,QUEST,QUIN,RECHUM,REDES,REGPRO,REREQ,REUCLI,REUGER,REUVAR,REVACT,REVCON,SCAMPI,SEASG,SECAF,SEEMR,SEEQU,SEGCON,SEGCONT,SEGMR,SELPERS,SERCLI,SERENA,SESPI,SETRA,SISTFIN,SOCAP,SOCIN,SOEFU,SOPAR,SOPER,SOSIN,TECAP,TECON,TEINT,TEPLA,TEREV,TIMU,TRAID,TRCAP,TRCON,TRENT,TRIBUT,TRINS,TRINSM,TRINT,TRMIG,TRREV,VAC,VAR,VENPRO,VISCLI,1,2,3,4,5,6,7,8,9,24,25,26,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49,50,51,53,54,55,56,58,59,60,61,62,63,AC_PN,ADM_PN,AI_PN,AP_PN,CO_PN,CU_PN,GC_PN,HD_PN,IN_PN,LI_PN,NE_PN,OP_PN,PD_PN,PM_PN,PR_PN,RE_PN,SE_PN,SM_PN,SO_PN,TD_PN,AC_RS,ADM_RS,AI_RS,AP_RS,CO_RS,CU_RS,GC_RS,HD_RS,IN_RS,LI_RS,NE_RS,OP_RS,PD_RS,PM_RS,PR_RS,RE_RS,SE_RS,SM_RS,SO_RS,TD_RS,EDAD,GENERO,TIEMPO_EMP
6,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0.0,292.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,39.5,0.0,0,167.5,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,16.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,97.33333333333333,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,367
8,1,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,0.0,522.83,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.25,21.25,0,180.83,0.0,0,0.0,0,2.0,0.0,36.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.5,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,16.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,96.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,120.0,0,0.0,0.0,0,0,0,0,0,0.0,0,130.70749999999998,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,185
21,3,25,1,11,0,0,0,0,0,0,0,0,0,4,0,0,0,36,0,0,45,35,37.0,216.25,0,551.99,0,0,0,0.0,0.0,0,0.0,0.0,0.0,48.0,0,0,0.0,1268.5,0.0,0.0,4,7,21,1,15,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,15,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,32,2,0,0,4,1,0,0,0,6,15,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,1,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.5,0.0,0,0,214.75,0.0,0,0,11.0,0,62.5,0,0,20.25,8.0,354.08,134.66,15.5,3.0,14.0,32.0,7.0,20.0,0.0,0.0,5.5,0.5,20.0,0.0,1.0,0.0,0,31.0,0.0,0,0.0,0,0.5,0.0,2.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,5.5,20.5,44.5,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,17.5,3.0,0.0,193.5,0.0,8.75,0,0,0.0,0,0,0,0.0,0,0,10.0,0.0,83.0,0,0.0,0,0.0,0.0,16.0,0,1.5,56.5,5.5,69.0,15.5,0,0,0,0,51.5,0.0,0.0,3.5,0,0,0.0,0.0,0.0,77.5,0,1.5,0,5.5,85.75,0,0.0,2.0,0.0,11.75,17.5,1.0,11.25,17.75,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.75,0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,20.75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,2.5,0,0.0,36.25,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0,45.5,29.5,0,0,6.5,0,0,0.0,12.0,160.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1838,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,41,0,195
31,0,18,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,1,20,22,0.0,356.33,0,55.33,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0.0,1458.16,0.0,31.25,1,0,18,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,15.25,0.0,0.0,0,11.92,0,0.0,0.0,178.67,0.0,0,0,0.0,0.0,0,0,0.0,0,4.5,0,0,0.0,0.0,0.0,10.0,1.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,4.5,32.25,0.0,178.92,0.0,92.5,0,0,0.0,0,0,0,0.0,0,0,1.5,0.0,79.58,0,0.0,0,0.0,0.0,16.0,0,0.0,0.0,0.0,35.25,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,27.08,0.0,4.83,0,0.0,0,0.0,829.24,0,0.0,3.83,0.0,2.0,4.5,0.0,20.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,160.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.5,0,0,0,0,0,0,3.0,4.25,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,1.5,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,144.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,172.91545454545454,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,846,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,46,0,150
35,0,15,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,2,36,0,39,19,0.0,1012.75,0,0.0,0,0,0,0.0,92.25,0,0.0,6.0,0.0,1.5,0,0,0.0,84.42,820.83,0.0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,22.5,21.25,16.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,18.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,33.5,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,104.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,224.19444444444446,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,110,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,0,58,0,367
